term_str,n,n_chars,p,s,i,h
opponent,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
entreaty,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
swamis,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
manuals,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
disorganisation,2,15,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
hummocks,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
primarily,2,9,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
demesnes,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
networks,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
pilgrim,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
vanguard,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
glibber,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
sidelight,2,9,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
hesitation,2,10,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
flux,2,4,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
pseudoneck,2,10,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
hiccoughed,2,10,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
crab,2,4,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
improbability,2,13,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
coursing,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
enhance,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
overmastered,2,12,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
mantelpiece,2,11,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
theatre,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
mastered,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
burgomaster,2,11,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
nlolo,2,5,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
buckling,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
swooping,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
frown,2,5,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
gentler,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
reeds,2,5,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
prospered,2,9,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
genealogist,2,11,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
individuality,2,13,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
craft,2,5,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
stumps,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
halfamorphous,2,13,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
machen,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
dismemberment,2,13,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
solve,2,5,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
yaanek,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
recession,2,9,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
gorillalike,2,11,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
thirteenth,2,10,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
sage,2,4,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
omniscient,2,10,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
alistenin,2,9,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
plead,2,5,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
wronged,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
outmust,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
apeprincess,2,11,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
reddend,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
crawls,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
dwellings,2,9,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
musicrack,2,9,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
sawed,2,5,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
1931,2,4,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
halfready,2,9,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
salute,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
dilate,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
preposterous,2,12,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
celebrant,2,9,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
deletion,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
sphinxs,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
feaster,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
satyrlike,2,9,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
stilld,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
listed,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
heaviness,2,9,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
closemouthed,2,12,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
runes,2,5,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
attracts,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
heavnly,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
wistfully,2,9,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
arrests,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
complement,2,10,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
huntingdon,2,10,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
deadened,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
mauled,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
gebleeh,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
rd,2,2,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
gerrit,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
trustworthy,2,11,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
conquests,2,9,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
hens,2,4,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
riderless,2,9,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
inferences,2,10,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
beforea,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
unclassifiable,2,14,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
psychologist,2,12,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
portray,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
sos,2,3,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
rebellious,2,10,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
intelligible,2,12,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
bwana,2,5,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
stanislaus,2,10,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
discoverers,2,11,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
bedclothes,2,10,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
crumble,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
precincts,2,9,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
lieth,2,5,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
myrtle,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
augment,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
cranston,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
froze,2,5,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
minutest,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
gown,2,4,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
splendidly,2,10,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
glassily,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
embalmed,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
hopethat,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
strips,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
resolute,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
armington,2,9,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
spores,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
moore,2,5,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
unspeakably,2,11,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
shrouds,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
1934,2,4,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
supporting,2,10,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
gloucester,2,10,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
larning,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
bows,2,4,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
alternations,2,12,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
passon,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
bloodcurdling,2,13,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
implicitly,2,10,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
convalescence,2,13,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
leapt,2,5,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
antennae,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
diggers,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
roofline,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
peter,2,5,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
alexander,2,9,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
matchsafe,2,9,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
seaton,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
fastening,2,9,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
waya,2,4,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
hurtled,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
petition,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
dissent,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
seaa,2,4,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
strident,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
risks,2,5,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
misunderstand,2,13,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
conjure,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
preparatory,2,11,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
hardships,2,9,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
twoyearold,2,10,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
1893,2,4,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
theosophist,2,11,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
intuition,2,9,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
forcd,2,5,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
culminated,2,10,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
hummed,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
discrepancies,2,13,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
pound,2,5,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
slum,2,4,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
physiological,2,13,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
periodic,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
lightish,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
forbears,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
negress,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
sphinxcrowned,2,13,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
unconcealed,2,11,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
rapturd,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
bacterial,2,9,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
hoard,2,5,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
charges,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
telled,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
flowery,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
deadness,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
goodly,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
reproof,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
hitch,2,5,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
unfathomable,2,12,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
vernal,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
goaded,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
admire,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
creates,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
wormius,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
candlestick,2,11,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
couched,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
larsen,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
wolflike,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
windham,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
murmurings,2,10,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
soames,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
airless,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
distinguishing,2,14,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
prevalence,2,10,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
knot,2,4,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
abutted,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
farreaching,2,11,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
deacon,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
substitution,2,12,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
starshaped,2,10,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
smothered,2,9,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
bargains,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
tingled,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
sacrificing,2,11,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
intimations,2,11,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
hypnotized,2,10,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
pierces,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
widening,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
hymn,2,4,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
plumb,2,5,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
invertebrate,2,12,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
shiverd,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
converging,2,10,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
comprising,2,10,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
identification,2,14,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
phone,2,5,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
auxiliary,2,9,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
laoud,2,5,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
vermis,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
deepsunken,2,10,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
onand,2,5,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
postponed,2,9,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
chips,2,5,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
tony,2,4,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
mountainside,2,12,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
wrists,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
feminine,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
satellites,2,10,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
slew,2,4,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
grieving,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
disproportionately,2,18,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
hewing,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
epenetus,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
exceeded,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
ongas,2,5,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
thingsthings,2,12,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
builder,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
communicate,2,11,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
spider,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
caper,2,5,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
raptures,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
basements,2,9,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
1812,2,4,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
flattery,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
evading,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
summoning,2,9,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
halfluminous,2,12,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
bloodlesslooking,2,16,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
intersection,2,12,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
startle,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
gorgo,2,5,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
frigidity,2,9,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
blowed,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
deprivation,2,11,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
squeamishness,2,13,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
impose,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
tauern,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
inventions,2,10,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
coral,2,5,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
hectic,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
arbitrary,2,9,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
excitements,2,11,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
needful,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
eonlong,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
vowd,2,4,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
halfheard,2,9,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
rigidity,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
sagged,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
maw,2,3,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
shaggai,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
affirmative,2,11,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
reflects,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
wasi,2,4,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
martinique,2,10,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
nihil,2,5,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
coasts,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
1780,2,4,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
smartly,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
indirectly,2,10,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
gifford,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
flutterings,2,11,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
gripping,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
toledo,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
emphatic,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
robbing,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
coordinated,2,11,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
barons,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
expiring,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
adjudged,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
bounding,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
concord,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
glandular,2,9,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
sothoth,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
meteors,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
fractionally,2,12,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
gravest,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
clopping,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
silences,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
watkins,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
destinies,2,9,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
idee,2,4,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
romance,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
runic,2,5,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
comets,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
waddling,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
role,2,4,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
credited,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
flouted,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
ploughing,2,9,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
commentary,2,10,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
turreted,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
growed,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
fisher,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
comer,2,5,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
tricky,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
violate,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
fervently,2,9,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
bared,2,5,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
centrifugal,2,11,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
lobon,2,5,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
loneness,2,8,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
orions,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
skylights,2,9,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
nerving,2,7,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
sidled,2,6,3.855860232778282e-06,259345.5,17.984515811618373,6.934577932379152e-05
